timestamp,city,aqi,weather_icon,wind_speed,humidity
2025-01-20T22:37:31.832123+07:00,Đà Nẵng,96,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,3.7 km/h,68%
2025-01-20T22:43:30.883978+07:00,Đà Nẵng,96,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,3.7 km/h,68%
2025-01-20T23:11:42.275900+07:00,Đà Nẵng,97,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,7.5 km/h,88%
2025-01-21T19:52:44.568699+07:00,Đà Nẵng,157,/dl/web/weather/ic-w-11-night-few-clouds-full.svg,3.7 km/h,83%
2025-01-21T20:05:41.320568+07:00,Đà Nẵng,157,/dl/web/weather/ic-w-11-night-few-clouds-full.svg,5.5 km/h,88%
2025-01-21T22:02:15.893275+07:00,Đà Nẵng,153,/dl/web/weather/ic-w-09-mist-full.svg,3.7 km/h,94%
2025-01-21T23:02:20.528223+07:00,Đà Nẵng,160,/dl/web/weather/ic-w-09-mist-full.svg,3.7 km/h,94%
2025-01-22T00:02:14.385309+07:00,Đà Nẵng,174,/dl/web/weather/ic-w-09-mist-full.svg,0.0 km/h,88%
2025-01-22T01:02:16.638103+07:00,Đà Nẵng,163,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,7.4 km/h,84%
2025-01-22T02:02:04.845603+07:00,Đà Nẵng,165,/dl/web/weather/ic-w-09-mist-full.svg,3.7 km/h,94%
2025-01-22T03:02:03.248848+07:00,Đà Nẵng,163,/dl/web/weather/ic-w-09-mist-full.svg,0.0 km/h,94%
2025-01-22T04:02:07.892659+07:00,Đà Nẵng,157,/dl/web/weather/ic-w-09-mist-full.svg,1.8 km/h,94%
2025-01-22T05:01:59.104801+07:00,Đà Nẵng,142,/dl/web/weather/ic-w-09-mist-full.svg,1.8 km/h,94%
2025-01-22T06:01:58.590913+07:00,Đà Nẵng,145,/dl/web/weather/ic-w-09-mist-full.svg,1.8 km/h,94%
2025-01-22T07:04:43.062636+07:00,Đà Nẵng,153,/dl/web/weather/ic-w-09-mist-full.svg,3.7 km/h,94%
2025-01-22T09:23:58.429452+07:00,Đà Nẵng,161,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,0.0 km/h,83%
2025-01-22T11:02:12.075014+07:00,Đà Nẵng,163,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,1.8 km/h,78%
2025-01-22T12:02:09.385360+07:00,Đà Nẵng,119,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,3.7 km/h,61%
2025-01-22T13:02:25.474014+07:00,Đà Nẵng,79,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,3.7 km/h,64%
2025-01-22T14:02:08.103739+07:00,Đà Nẵng,71,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,3.7 km/h,68%
2025-01-22T15:02:18.791482+07:00,Đà Nẵng,72,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,3.7 km/h,69%
2025-01-22T16:02:05.426959+07:00,Đà Nẵng,68,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,7.4 km/h,64%
2025-01-22T17:02:00.684307+07:00,Đà Nẵng,66,/dl/web/weather/ic-w-02-new-clouds-full.svg,7.4 km/h,64%
2025-01-22T18:01:49.418189+07:00,Đà Nẵng,65,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,6.3 km/h,76%
2025-01-22T19:02:19.558632+07:00,Đà Nẵng,77,/dl/web/weather/ic-w-11-night-few-clouds-full.svg,5.5 km/h,68%
2025-01-22T20:05:45.906927+07:00,Đà Nẵng,89,/dl/web/weather/ic-w-11-night-few-clouds-full.svg,1.8 km/h,83%
2025-01-22T21:02:03.540565+07:00,Đà Nẵng,78,/dl/web/weather/ic-w-11-night-few-clouds-full.svg,1.8 km/h,83%
2025-01-22T22:01:59.187030+07:00,Đà Nẵng,80,/dl/web/weather/ic-w-11-night-few-clouds-full.svg,0.0 km/h,88%
2025-01-22T23:02:05.399517+07:00,Đà Nẵng,112,/dl/web/weather/ic-w-11-night-few-clouds-full.svg,3.7 km/h,94%
2025-01-23T00:02:26.345445+07:00,Đà Nẵng,136,/dl/web/weather/ic-w-11-night-few-clouds-full.svg,0.0 km/h,94%
2025-01-23T01:02:08.217299+07:00,Đà Nẵng,122,/dl/web/weather/ic-w-11-night-few-clouds-full.svg,1.8 km/h,94%
2025-01-23T02:02:02.560512+07:00,Đà Nẵng,108,/dl/web/weather/ic-w-11-night-few-clouds-full.svg,1.8 km/h,94%
2025-01-23T03:02:08.837805+07:00,Đà Nẵng,108,/dl/web/weather/ic-w-09-mist-full.svg,0.0 km/h,94%
2025-01-23T04:01:55.091507+07:00,Đà Nẵng,98,/dl/web/weather/ic-w-09-mist-full.svg,3.7 km/h,100%
