timestamp,city,aqi,weather_icon,wind_speed,humidity
2025-01-27T03:02:07.931683+07:00,Huế,67,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,16.7 km/h,94%
2025-01-27T04:02:12.831112+07:00,Huế,113,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,20.4 km/h,94%
2025-01-27T05:02:02.613211+07:00,Huế,76,/dl/web/weather/ic-w-09-mist-full.svg,14.8 km/h,94%
2025-01-27T06:02:19.874545+07:00,Huế,91,/dl/web/weather/ic-w-09-mist-full.svg,18.5 km/h,94%
2025-01-27T07:04:59.810437+07:00,Huế,92,/dl/web/weather/ic-w-09-mist-full.svg,9.2 km/h,100%
2025-01-27T08:29:09.238068+07:00,Huế,102,/dl/web/weather/ic-w-06-rain-full.svg,14.8 km/h,100%
2025-01-27T09:23:20.250895+07:00,Huế,71,/dl/web/weather/ic-w-06-rain-full.svg,16.7 km/h,100%
2025-01-27T10:03:52.022194+07:00,Huế,71,/dl/web/weather/ic-w-06-rain-full.svg,16.7 km/h,100%
2025-01-27T11:02:26.080806+07:00,Huế,56,/dl/web/weather/ic-w-06-rain-full.svg,13.0 km/h,100%
2025-01-27T12:02:25.052860+07:00,Huế,49,/dl/web/weather/ic-w-06-rain-full.svg,20.4 km/h,100%
2025-01-27T13:02:35.141218+07:00,Huế,52,/dl/web/weather/ic-w-09-mist-full.svg,24.1 km/h,94%
2025-01-27T14:02:13.684884+07:00,Huế,53,/dl/web/weather/ic-w-09-mist-full.svg,20.4 km/h,94%
2025-01-27T15:02:27.631182+07:00,Huế,70,/dl/web/weather/ic-w-09-mist-full.svg,18.5 km/h,94%
2025-01-27T16:02:17.752575+07:00,Huế,60,/dl/web/weather/ic-w-09-mist-full.svg,18.5 km/h,94%
2025-01-27T17:02:23.566649+07:00,Huế,66,/dl/web/weather/ic-w-09-mist-full.svg,16.7 km/h,94%
2025-01-27T18:02:13.551728+07:00,Huế,60,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,16.7 km/h,94%
2025-01-27T19:02:44.720994+07:00,Huế,58,/dl/web/weather/ic-w-09-mist-full.svg,13.0 km/h,94%
2025-01-27T20:05:47.110829+07:00,Huế,58,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,11.1 km/h,88%
2025-01-27T21:02:37.870474+07:00,Huế,58,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,11.1 km/h,88%
2025-01-27T22:02:27.360162+07:00,Huế,57,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,7.4 km/h,94%
2025-01-27T23:02:22.879207+07:00,Huế,57,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,7.4 km/h,88%
2025-01-28T00:02:28.111676+07:00,Huế,57,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,5.5 km/h,88%
2025-01-28T01:02:35.691334+07:00,Huế,55,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,11.1 km/h,88%
2025-01-28T02:02:13.089634+07:00,Huế,55,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,9.2 km/h,88%
2025-01-28T03:02:27.715185+07:00,Huế,55,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,14.8 km/h,94%
2025-01-28T04:02:27.317003+07:00,Huế,54,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,11.1 km/h,88%
2025-01-28T05:02:26.191923+07:00,Huế,55,/dl/web/weather/ic-w-04-scattered-clouds-full.svg,9.2 km/h,88%
